URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,56.0,4.0,0.8666666522222225,0.07462686567164178,8.04,31.965174129353237,16.002069651741294,8.04,257.0,804.0,2.195273631840796,21.0,6.986318407960199
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,5.0,1.0,0.6666665555555741,0.026785714285714284,14.0,37.05357142857143,20.421428571428574,14.0,83.0,224.0,2.424107142857143,1.0,7.339285714285714
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,13.0,4.0,0.5294117335640156,0.04358974358974359,20.526315789473685,37.69230769230769,23.287449392712553,20.526315789473685,147.0,390.0,2.3846153846153846,2.0,7.105128205128205
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,13.0,3.0,0.6249999609375024,0.052805280528052806,14.428571428571429,33.993399339933994,19.36878830740217,14.428571428571429,103.0,303.0,2.293729372937294,2.0,6.97029702970297
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,7.0,3.0,0.39999996000000404,0.030120481927710843,10.06060606060606,34.036144578313255,17.638700255567727,10.06060606060606,113.0,332.0,2.466867469879518,3.0,7.867469879518072
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,14.0,5.0,0.47368418559556913,0.053824362606232294,9.805555555555555,30.878186968838527,16.273497009757634,9.805555555555555,109.0,353.0,2.223796033994334,2.0,6.838526912181303
Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,18.0,9.0,0.3333333209876548,0.06994818652849741,7.568627450980392,36.52849740932643,17.63884994412273,7.568627450980392,141.0,386.0,2.22279792746114,3.0,6.880829015544041
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,10.0,6.0,0.24999998437500096,0.03644646924829157,12.911764705882353,37.58542141230068,20.198874447273216,12.911764705882353,165.0,439.0,2.3507972665148062,4.0,7.063781321184511
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,7.0,5.0,0.16666665277777895,0.03636363636363636,17.36842105263158,36.06060606060606,21.371610845295056,17.36842105263158,119.0,330.0,2.3393939393939394,2.0,7.154545454545454
Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,6.0,4.0,0.19999998000000202,0.03937007874015748,18.142857142857142,36.22047244094488,21.74533183352081,18.142857142857142,92.0,254.0,2.4015748031496065,2.0,7.464566929133858
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,7.0,5.0,0.16666665277777895,0.05063291139240506,12.473684210526315,37.9746835443038,20.17934710193205,12.473684210526315,90.0,237.0,2.5147679324894514,3.0,7.738396624472574
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,7.0,4.0,0.2727272479338866,0.04417670682730924,14.647058823529411,37.34939759036144,20.798582565556345,14.647058823529411,93.0,249.0,2.3734939759036147,3.0,7.112449799196787
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,9.0,5.0,0.2857142653061239,0.04361370716510903,16.894736842105264,41.74454828660436,23.455714051483852,16.894736842105264,134.0,321.0,2.4236760124610592,2.0,7.289719626168225
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,14.0,2.0,0.7499999531250029,0.045845272206303724,14.541666666666666,33.5243553008596,19.226408787010506,14.541666666666666,117.0,349.0,2.2722063037249285,2.0,6.885386819484241
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,6.0,5.0,0.09090908264462885,0.04247104247104247,16.1875,35.907335907335906,20.837934362934362,16.1875,93.0,259.0,2.3783783783783785,2.0,7.212355212355212
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,6.0,6.0,0.0,0.03296703296703297,11.741935483870968,36.81318681318682,19.422048918823116,11.741935483870968,134.0,364.0,2.337912087912088,2.0,7.225274725274725
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,11.0,5.0,0.37499997656250145,0.040100250626566414,15.96,37.84461152882205,21.52184461152882,15.96,151.0,399.0,2.31077694235589,4.0,7.017543859649122
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,13.0,10.0,0.1304347769376184,0.0777027027027027,17.41176470588235,37.16216216216216,21.829570747217804,17.41176470588235,110.0,296.0,2.4155405405405403,4.0,7.266891891891892
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,14.0,6.0,0.399999980000001,0.055710306406685235,14.36,35.097493036211695,19.78299721448468,14.36,126.0,359.0,2.317548746518106,4.0,7.091922005571031
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,14.0,8.0,0.27272726033057904,0.056847545219638244,12.09375,37.98449612403101,20.031298449612407,12.09375,147.0,387.0,2.387596899224806,2.0,7.1757105943152455
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,8.0,8.0,0.0,0.05734767025089606,13.95,37.27598566308244,20.49039426523298,13.95,104.0,279.0,2.4050179211469533,2.0,7.387096774193548
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,7.0,3.0,0.39999996000000404,0.04484304932735426,14.866666666666667,37.219730941704036,20.834559043348282,14.866666666666667,83.0,223.0,2.42152466367713,2.0,7.313901345291479
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,7.0,6.0,0.07692307100591762,0.05371900826446281,15.125,40.082644628099175,22.083057851239673,15.125,97.0,242.0,2.446280991735537,2.0,7.380165289256198
Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,9.0,6.0,0.19999998666666757,0.060240963855421686,14.647058823529411,40.16064257028113,21.923080557524216,14.647058823529411,100.0,249.0,2.4578313253012047,2.0,7.465863453815261
Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,8.0,3.0,0.4545454132231443,0.04583333333333333,16.0,40.833333333333336,22.733333333333334,16.0,98.0,240.0,2.4791666666666665,2.0,7.445833333333334
Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,7.0,11.0,-0.2222222098765439,0.06451612903225806,13.285714285714286,40.50179211469534,21.51500256016385,13.285714285714286,113.0,279.0,2.4408602150537635,2.0,7.412186379928316
Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,14.0,2.0,0.7499999531250029,0.045584045584045586,11.7,37.03703703703704,19.494814814814816,11.7,130.0,351.0,2.3561253561253563,3.0,7.2905982905982905
Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,13.0,6.0,0.36842103324099823,0.05053191489361702,11.75,39.8936170212766,20.65744680851064,11.75,150.0,376.0,2.470744680851064,2.0,7.582446808510638
Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,9.0,7.0,0.12499999218750048,0.04040404040404041,15.23076923076923,35.35353535353536,20.233721833721837,15.23076923076923,140.0,396.0,2.3207070707070705,1.0,7.02020202020202
Netclan20241084,https://insights.blackcoffer.com/data-transformation/,23.0,14.0,0.24324323666910172,0.08466819221967964,11.81081081081081,33.86727688787185,18.271235079473065,11.81081081081081,148.0,437.0,2.2951945080091534,4.0,6.9588100686498855
Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,10.0,2.0,0.6666666111111158,0.029850746268656716,13.862068965517242,36.069651741293534,19.972688282724313,13.862068965517242,145.0,402.0,2.328358208955224,1.0,7.323383084577115
Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,12.0,1.0,0.8461537810650938,0.035422343324250684,18.35,37.05722070844686,22.16288828337875,18.35,136.0,367.0,2.2970027247956404,1.0,7.136239782016348
Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,28.0,7.0,0.5999999828571434,0.05573248407643312,14.272727272727273,42.51592356687898,22.715460335842504,14.272727272727273,267.0,628.0,2.4713375796178343,1.0,7.348726114649682
Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,8.0,4.0,0.3333333055555579,0.038834951456310676,22.071428571428573,34.627831715210355,22.679704114655575,22.071428571428573,107.0,309.0,2.378640776699029,5.0,7.213592233009709
Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,8.0,2.0,0.599999940000006,0.028089887640449437,14.833333333333334,38.764044943820224,21.438951310861427,14.833333333333334,138.0,356.0,2.4101123595505616,5.0,7.275280898876405
Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/,5.0,3.0,0.24999996875000394,0.03773584905660377,21.2,37.264150943396224,23.38566037735849,21.2,79.0,212.0,2.410377358490566,2.0,7.231132075471698
Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,10.0,4.0,0.42857139795918586,0.042682926829268296,13.12,36.890243902439025,20.00409756097561,13.12,121.0,328.0,2.3628048780487805,1.0,7.201219512195122
Netclan20241092,https://insights.blackcoffer.com/medical-classification/,8.0,3.0,0.4545454132231443,0.03313253012048193,16.6,34.93975903614458,20.615903614457835,16.6,116.0,332.0,2.3313253012048194,2.0,7.108433734939759
Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,4.0,1.0,0.599999880000024,0.02040816326530612,20.416666666666668,39.183673469387756,23.840136054421773,20.416666666666668,96.0,245.0,2.453061224489796,2.0,7.473469387755102
Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,5.0,8.0,-0.23076921301775286,0.04642857142857143,16.470588235294116,40.0,22.58823529411765,16.470588235294116,112.0,280.0,2.4892857142857143,2.0,7.285714285714286
Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,4.0,13.0,-0.5294117335640156,0.052307692307692305,15.476190476190476,31.076923076923073,18.62124542124542,15.476190476190476,101.0,325.0,2.212307692307692,2.0,6.852307692307693
Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,5.0,2.0,0.4285713673469475,0.018867924528301886,14.84,36.118598382749326,20.38343935309973,14.84,134.0,371.0,2.2911051212938007,1.0,6.967654986522911
Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,5.0,1.0,0.6666665555555741,0.027149321266968326,15.785714285714286,38.91402714932127,21.879896574014225,15.785714285714286,86.0,221.0,2.493212669683258,1.0,7.524886877828054
Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,11.0,2.0,0.6923076390532585,0.04710144927536232,18.4,37.31884057971014,22.287536231884058,18.4,103.0,276.0,2.4347826086956523,4.0,7.409420289855072
Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,8.0,8.0,0.0,0.045845272206303724,12.464285714285714,34.95702005730659,18.968522308636924,12.464285714285714,122.0,349.0,2.326647564469914,1.0,7.0573065902578795
Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,13.0,5.0,0.4444444197530878,0.047493403693931395,17.227272727272727,32.98153034300791,20.083521228112257,17.227272727272727,125.0,379.0,2.2638522427440635,1.0,6.854881266490765
Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,4.0,2.0,0.33333327777778704,0.018404907975460124,17.157894736842106,34.355828220858896,20.605489183080405,17.157894736842106,112.0,326.0,2.355828220858896,2.0,7.039877300613497
Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,6.0,1.0,0.7142856122449125,0.030434782608695653,23.0,37.391304347826086,24.156521739130437,23.0,86.0,230.0,2.4,2.0,7.160869565217391
Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,5.0,4.0,0.11111109876543349,0.03180212014134275,14.894736842105264,39.2226148409894,21.646940673237868,14.894736842105264,111.0,283.0,2.4452296819787986,2.0,7.360424028268551
Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,6.0,4.0,0.19999998000000202,0.03067484662576687,14.818181818181818,38.34355828220859,21.264696040156167,14.818181818181818,125.0,326.0,2.3895705521472395,2.0,7.325153374233129
Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,5.0,3.0,0.24999996875000394,0.027777777777777776,14.4,34.72222222222222,19.64888888888889,14.4,100.0,288.0,2.388888888888889,1.0,7.225694444444445
Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,10.0,2.0,0.6666666111111158,0.04633204633204633,25.9,32.432432432432435,23.332972972972975,25.9,84.0,259.0,2.2934362934362933,2.0,7.042471042471043
Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,4.0,10.0,-0.42857139795918586,0.046511627906976744,21.5,31.561461794019934,21.224584717607975,21.5,95.0,301.0,2.2325581395348837,1.0,7.003322259136213
Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,19.0,3.0,0.7272726942148775,0.03531300160513644,15.195121951219512,37.881219903691814,21.23053674196453,15.195121951219512,236.0,623.0,2.290529695024077,2.0,7.017656500802568
Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,20.0,2.0,0.8181817809917372,0.034976152623211444,13.977777777777778,35.77106518282989,19.899537184243066,13.977777777777778,225.0,629.0,2.2861685214626393,1.0,7.02543720190779
Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,4.0,2.0,0.33333327777778704,0.02564102564102564,21.272727272727273,38.88888888888889,24.06464646464647,21.272727272727273,91.0,234.0,2.4145299145299144,2.0,7.311965811965812
Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,9.0,5.0,0.2857142653061239,0.043343653250773995,13.458333333333334,34.36532507739938,19.129463364293088,13.458333333333334,111.0,323.0,2.2848297213622293,3.0,6.910216718266254
Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,7.0,4.0,0.2727272479338866,0.04119850187265917,16.6875,38.57677902621723,22.105711610486892,16.6875,103.0,267.0,2.3820224719101124,2.0,7.198501872659176
Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,6.0,7.0,-0.07692307100591762,0.03927492447129909,13.791666666666666,32.3262839879154,18.447180261832827,13.791666666666666,107.0,331.0,2.2537764350453173,2.0,6.906344410876133
Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,4.0,2.0,0.33333327777778704,0.021052631578947368,15.833333333333334,38.94736842105263,21.912280701754387,15.833333333333334,111.0,285.0,2.4,2.0,7.266666666666667
